,A-Otu0001,F-Otu0002,B-Otu0003,B-Otu0002,B-Otu0001,B-Otu0004,F-Otu0006,F-Otu0007,F-Otu0010,B-Otu0009,B-Otu0007,B-Otu0013,B-Otu0005,B-Otu0008,F-Otu0012,A-Otu0005,B-Otu0011,F-Otu0009,B-Otu0012,F-Otu0008,B-Otu0021,B-Otu0019,B-Otu0016,F-Otu0018,A-Otu0009,F-Otu0023,A-Otu0006,F-Otu0017,B-Otu0014,B-Otu0015,F-Otu0030,F-Otu0032,F-Otu0033,B-Otu0020,F-Otu0037,F-Otu0040,F-Otu0045,F-Otu0016,F-Otu0005,F-Otu0049,B-Otu0031,F-Otu0054,F-Otu0058,F-Otu0052,F-Otu0003,F-Otu0056,F-Otu0059,F-Otu0038,F-Otu0057,F-Otu0060,B-Otu0023,B-Otu0026,F-Otu0020,F-Otu0061,B-Otu0040,B-Otu0028,F-Otu0062,B-Otu0044,A-Otu0025,B-Otu0045,F-Otu0065,B-Otu0032,F-Otu0067,F-Otu0069,F-Otu0071,F-Otu0073,F-Otu0070,F-Otu0075,B-Otu0046,F-Otu0076,A-Otu0026,F-Otu0077,F-Otu0074,B-Otu0049,F-Otu0087,B-Otu0048,A-Otu0020,B-Otu0025,F-Otu0089,F-Otu0088,F-Otu0084,F-Otu0092,B-Otu0037,F-Otu0091,F-Otu0095,F-Otu0097,F-Otu0098,F-Otu0100,B-Otu0038,F-Otu0101,A-Otu0039,F-Otu0104,B-Otu0052,F-Otu0103,F-Otu0102,F-Otu0110,F-Otu0111,F-Otu0114,F-Otu0115,F-Otu0066,F-Otu0120,F-Otu0117,F-Otu0079,F-Otu0124,A-Otu0015,B-Otu0033,F-Otu0126,A-Otu0043,F-Otu0128,A-Otu0045,F-Otu0118,B-Otu0065,B-Otu0030,F-Otu0072,F-Otu0129,F-Otu0130,A-Otu0047,F-Otu0131,A-Otu0049,B-Otu0064,B-Otu0068,F-Otu0139,B-Otu0062,F-Otu0142,F-Otu0143,F-Otu0106,F-Otu0146,F-Otu0147,F-Otu0134,F-Otu0152,F-Otu0153,B-Otu0060,B-Otu0079,B-Otu0082,F-Otu0149,F-Otu0161,F-Otu0162,F-Otu0116,F-Otu0167,F-Otu0164,F-Otu0163,A-Otu0028,A-Otu0057,F-Otu0173,F-Otu0168,B-Otu0085,F-Otu0169,F-Otu0171,F-Otu0132,F-Otu0176,F-Otu0175,B-Otu0088,F-Otu0181,A-Otu0059,F-Otu0015,F-Otu0189,B-Otu0059,F-Otu0190,F-Otu0192,F-Otu0187,F-Otu0093,B-Otu0100,B-Otu0101,F-Otu0196,F-Otu0195,F-Otu0138,F-Otu0053,F-Otu0078,F-Otu0201,B-Otu0006,F-Otu0200,F-Otu0203,F-Otu0133,B-Otu0096,F-Otu0208,F-Otu0212,F-Otu0188,B-Otu0066,F-Otu0214,F-Otu0215,B-Otu0117,B-Otu0110,F-Otu0121,F-Otu0227,A-Otu0073,F-Otu0011,B-Otu0095,F-Otu0231,F-Otu0233,B-Otu0109,A-Otu0065,B-Otu0120,F-Otu0238,F-Otu0234,F-Otu0242,F-Otu0247,F-Otu0224,F-Otu0207,F-Otu0183,B-Otu0086,F-Otu0191,B-Otu0081,B-Otu0105,F-Otu0258,B-Otu0142,F-Otu0256,B-Otu0022,F-Otu0240,A-Otu0082,F-Otu0262,F-Otu0050,F-Otu0156,F-Otu0180,F-Otu0268,F-Otu0269,F-Otu0039,B-Otu0145,B-Otu0147,F-Otu0276,F-Otu0264,F-Otu0270,F-Otu0252,B-Otu0106,F-Otu0266,F-Otu0024,F-Otu0285,F-Otu0213,B-Otu0149,B-Otu0099,F-Otu0286,B-Otu0146,F-Otu0277,F-Otu0287,F-Otu0274,B-Otu0010,B-Otu0156,A-Otu0092,F-Otu0048,F-Otu0306,F-Otu0307,F-Otu0308,F-Otu0223,F-Otu0312,A-Otu0093,B-Otu0170,F-Otu0313,F-Otu0236,B-Otu0154,A-Otu0089,B-Otu0138,F-Otu0273,F-Otu0328,A-Otu0091,B-Otu0174,B-Otu0164,F-Otu0332,B-Otu0144,F-Otu0333,F-Otu0248,B-Otu0127,F-Otu0335,F-Otu0334,F-Otu0225,B-Otu0053,F-Otu0343,B-Otu0071,F-Otu0284,A-Otu0086,F-Otu0349,B-Otu0177,F-Otu0316,A-Otu0102,F-Otu0184,B-Otu0180,F-Otu0199,B-Otu0158,B-Otu0179,B-Otu0188,B-Otu0027,F-Otu0178,F-Otu0372,F-Otu0373,A-Otu0107,F-Otu0342,F-Otu0340,F-Otu0318,B-Otu0214,B-Otu0219,B-Otu0224,B-Otu0171,B-Otu0039,F-Otu0209,F-Otu0364,F-Otu0400,B-Otu0157,B-Otu0165,A-Otu0109,B-Otu0232,F-Otu0288,F-Otu0376,B-Otu0222,F-Otu0381,B-Otu0076,B-Otu0211,B-Otu0043,F-Otu0315,B-Otu0192,F-Otu0301,F-Otu0405,F-Otu0434,A-Otu0119,F-Otu0444,F-Otu0450,A-Otu0103,B-Otu0231,B-Otu0208,F-Otu0459,F-Otu0441,F-Otu0458,F-Otu0323,F-Otu0433,F-Otu0460,F-Otu0463,A-Otu0131,F-Otu0403,F-Otu0466,A-Otu0134,B-Otu0173,A-Otu0087,B-Otu0203,F-Otu0410,F-Otu0464,B-Otu0279,B-Otu0107,F-Otu0177,F-Otu0235,F-Otu0483,F-Otu0322,F-Otu0501,B-Otu0295,F-Otu0446,F-Otu0453,F-Otu0524,F-Otu0531,F-Otu0021,B-Otu0264,B-Otu0291,F-Otu0154,B-Otu0116,F-Otu0535,B-Otu0237,A-Otu0148,B-Otu0089,B-Otu0294,A-Otu0121,F-Otu0457,B-Otu0284,B-Otu0289,B-Otu0287,F-Otu0519,B-Otu0302,B-Otu0321,B-Otu0266,B-Otu0298,B-Otu0225,A-Otu0158,B-Otu0339,B-Otu0296,A-Otu0044,F-Otu0601,A-Otu0100,F-Otu0417,F-Otu0617,F-Otu0560,F-Otu0618,F-Otu0628,B-Otu0047,B-Otu0318,F-Otu0025,A-Otu0165,F-Otu0631,F-Otu0165,B-Otu0306,F-Otu0646,F-Otu0643,F-Otu0202,B-Otu0210,B-Otu0325,F-Otu0652,F-Otu0539,F-Otu0642,F-Otu0237,F-Otu0627,F-Otu0253,B-Otu0307,F-Otu0676,F-Otu0356,B-Otu0255,B-Otu0315,A-Otu0182,F-Otu0688,F-Otu0112,B-Otu0314,B-Otu0357,F-Otu0698,F-Otu0367,B-Otu0229,B-Otu0247,F-Otu0718,A-Otu0192,B-Otu0226,F-Otu0412,F-Otu0609,A-Otu0193,A-Otu0196,F-Otu0748,F-Otu0141,B-Otu0257,F-Otu0502,F-Otu0750,B-Otu0223,F-Otu0765,F-Otu0775,F-Otu0744,B-Otu0212,F-Otu0576,B-Otu0430,F-Otu0738,B-Otu0455,F-Otu0796,F-Otu0580,F-Otu0350,F-Otu0561,B-Otu0420,F-Otu0331,F-Otu0414,B-Otu0404,F-Otu0368,F-Otu0377,B-Otu0391,F-Otu0846,F-Otu0660,B-Otu0456,B-Otu0372,B-Otu0383,B-Otu0532,B-Otu0234,F-Otu0851,A-Otu0042,F-Otu0596,B-Otu0364,B-Otu0378,F-Otu0249,A-Otu0104,F-Otu0420,F-Otu0813,B-Otu0477,B-Otu0598,B-Otu0366,F-Otu0917,B-Otu0578,A-Otu0248,B-Otu0611,F-Otu0031,B-Otu0309,B-Otu0527,F-Otu0935,A-Otu0249,F-Otu1003,F-Otu0145,F-Otu0280,B-Otu0525,F-Otu0931,A-Otu0004,F-Otu0298,B-Otu0415,A-Otu0243,F-Otu1062,F-Otu0158,F-Otu0588,B-Otu0442,F-Otu0739,B-Otu0454,B-Otu0474,F-Otu0836,F-Otu1100,B-Otu0017,F-Otu0577,F-Otu0946,F-Otu1083,F-Otu1146,B-Otu0470,F-Otu0948,A-Otu0274,F-Otu0036,F-Otu0245,F-Otu0257,F-Otu0422,F-Otu0703,B-Otu0444,B-Otu0479,F-Otu0891,B-Otu0568,B-Otu0630,B-Otu0659,F-Otu0358,F-Otu0470,F-Otu0499,B-Otu0538,F-Otu0961,A-Otu0289,F-Otu0243,B-Otu0276,F-Otu0554,B-Otu0329,B-Otu0331,F-Otu0906,F-Otu0517,B-Otu0323,B-Otu0651,F-Otu1061,A-Otu0272,F-Otu1284,F-Otu1338,F-Otu1344,F-Otu0363,B-Otu0379,B-Otu0545,F-Otu1045,F-Otu1055,F-Otu1104,F-Otu1135,B-Otu0810,B-Otu0313,F-Otu0640,B-Otu0540,F-Otu1179,F-Otu0711,F-Otu0841,B-Otu0661,F-Otu1164,F-Otu1412,F-Otu0525,F-Otu0605,F-Otu0690,F-Otu0909,B-Otu0657,F-Otu0174,F-Otu0476,F-Otu0480,B-Otu0398,B-Otu0411,B-Otu0434,B-Otu0460,B-Otu0553,F-Otu0955,B-Otu0704,F-Otu1309,F-Otu0047,F-Otu0296,F-Otu0324,F-Otu0337,F-Otu0544,F-Otu0758,F-Otu0790,F-Otu0793,B-Otu0478,B-Otu0507,B-Otu0534,B-Otu0878,B-Otu0094,F-Otu0581,B-Otu0397,F-Otu0724,F-Otu0816,F-Otu1072,F-Otu1161,F-Otu0194,F-Otu0198,F-Otu0222,F-Otu0281,F-Otu0387,F-Otu0415,F-Otu0452,B-Otu0338,B-Otu0428,F-Otu0727,B-Otu0449,F-Otu0754,F-Otu0812,B-Otu0619,F-Otu1001,F-Otu1005,B-Otu0734,F-Otu1361,A-Otu0034,B-Otu0055,F-Otu0160,F-Otu0186,B-Otu0218,A-Otu0122,F-Otu0534,B-Otu0335,F-Otu0783,F-Otu0804,B-Otu0487,B-Otu0494,F-Otu0884,F-Otu0968,F-Otu1071,B-Otu0702,B-Otu0858,B-Otu0036,B-Otu0041,F-Otu0105,F-Otu0289,B-Otu0281,B-Otu0319,F-Otu0564,F-Otu0585,F-Otu0592,F-Otu0612,F-Otu0977,F-Otu1014,F-Otu1091,F-Otu1154,F-Otu1128,B-Otu0715,B-Otu0719,F-Otu1419,B-Otu0884,F-Otu0182,A-Otu0071,F-Otu0390,F-Otu0455,F-Otu0518,F-Otu0520,F-Otu0550,F-Otu0597,F-Otu0619,F-Otu0624,F-Otu0622,B-Otu0373,F-Otu0708,A-Otu0191,F-Otu0768,F-Otu0800,B-Otu0506,F-Otu0850,F-Otu0871,F-Otu0878,F-Otu0903,F-Otu0924,F-Otu0944,F-Otu1009,F-Otu1017,F-Otu1031,F-Otu1079,F-Otu1080,B-Otu0669,F-Otu1082,F-Otu1199,B-Otu0803,F-Otu1381,F-Otu0001,A-Otu0002,F-Otu0013,B-Otu0018,F-Otu0022,F-Otu0026,B-Otu0024,F-Otu0027,F-Otu0028,F-Otu0029,F-Otu0046,F-Otu0055,A-Otu0022,F-Otu0068,F-Otu0081,F-Otu0082,A-Otu0030,A-Otu0032,A-Otu0033,F-Otu0094,F-Otu0096,A-Otu0037,A-Otu0038,F-Otu0107,F-Otu0108,F-Otu0109,F-Otu0113,F-Otu0119,F-Otu0122,F-Otu0127,A-Otu0046,A-Otu0048,F-Otu0135,F-Otu0136,F-Otu0140,F-Otu0144,F-Otu0151,A-Otu0052,F-Otu0159,A-Otu0055,A-Otu0061,A-Otu0062,F-Otu0179,F-Otu0185,F-Otu0193,A-Otu0067,A-Otu0068,B-Otu0108,F-Otu0226,A-Otu0074,A-Otu0079,A-Otu0080,A-Otu0081,F-Otu0265,A-Otu0084,A-Otu0085,B-Otu0155,F-Otu0317,F-Otu0359,F-Otu0362,A-Otu0106,F-Otu0380,A-Otu0110,F-Otu0418,A-Otu0117,A-Otu0126,A-Otu0127,A-Otu0136,F-Otu0490,F-Otu0496,F-Otu0497,A-Otu0142,F-Otu0527,F-Otu0530,F-Otu0540,B-Otu0311,F-Otu0578,F-Otu0594,F-Otu0603,F-Otu0602,F-Otu0607,F-Otu0608,F-Otu0616,F-Otu0621,A-Otu0171,A-Otu0177,F-Otu0685,F-Otu0699,F-Otu0701,F-Otu0713,F-Otu0731,F-Otu0737,F-Otu0735,F-Otu0743,F-Otu0755,F-Otu0764,F-Otu0780,F-Otu0788,F-Otu0784,F-Otu0787,B-Otu0476,F-Otu0820,F-Otu0834,F-Otu0835,A-Otu0214,F-Otu0842,F-Otu0837,F-Otu0873,F-Otu0877,F-Otu0902,F-Otu0883,F-Otu0885,F-Otu0880,F-Otu0888,F-Otu0900,B-Otu0563,F-Otu0910,B-Otu0573,F-Otu0923,F-Otu0950,F-Otu0937,F-Otu0971,F-Otu0958,F-Otu0962,F-Otu0965,F-Otu0978,F-Otu0996,F-Otu0997,B-Otu0625,A-Otu0250,F-Otu1012,B-Otu0637,F-Otu1032,F-Otu1029,F-Otu1033,F-Otu1036,A-Otu0258,F-Otu1065,F-Otu1054,B-Otu0656,F-Otu1073,F-Otu1078,A-Otu0264,F-Otu1085,F-Otu1084,A-Otu0268,F-Otu1120,F-Otu1125,F-Otu1148,F-Otu1153,F-Otu1115,F-Otu1129,F-Otu1133,F-Otu1116,F-Otu1119,F-Otu1145,F-Otu1150,F-Otu1198,F-Otu1170,F-Otu1173,F-Otu1190,F-Otu1159,F-Otu1183,F-Otu1185,F-Otu1191,F-Otu1156,F-Otu1171,F-Otu1229,F-Otu1239,F-Otu1226,F-Otu1224,F-Otu1225,F-Otu1228,F-Otu1235,F-Otu1245,F-Otu1257,F-Otu1298,F-Otu1283,A-Otu0296,F-Otu1313,F-Otu1362,F-Otu1405,F-Otu1377
R_M2,22157,12748,47116,9102,29794,12321,46692,7932,1741,9593,3643,5348,3754,5386,269,7418,3792,9710,3673,10837,6324,320,351,11724,932,0,5755,3438,1386,1013,1928,624,1118,1888,1955,53,2900,16,149,720,406,93,1,517,71,736,2,549,375,575,575,307,49,949,754,326,1896,78,1881,34,337,261,685,293,224,39,27,2074,149,0,29,24,0,1080,153,6,345,6,607,122,2,38,3,148,978,287,1214,0,108,49,0,356,12,0,24,417,565,349,214,66,597,156,76,0,0,63,74,0,0,130,9,0,63,37,92,57,19,0,2,0,23,4,20,4,83,18,111,10,41,121,12,32,0,2,0,16,176,9,1,177,17,0,23,220,0,6,101,18,21,113,40,187,29,59,6,0,0,140,6,26,43,22,13,24,183,0,26,0,129,78,58,0,15,15,49,61,42,0,43,66,17,0,4,26,3,37,24,119,147,0,0,4,3,13,0,0,38,128,2,4,0,13,4,23,3,2,22,16,17,1,5,134,35,116,2,4,14,52,0,15,6,31,64,44,0,19,59,16,32,1,34,2,26,62,37,6,0,0,38,0,24,0,0,122,66,10,9,4,103,12,2,5,2,9,0,0,11,5,0,16,35,22,27,6,0,13,0,0,26,0,10,1,43,14,134,0,20,0,3,0,0,0,0,36,0,4,37,16,10,0,17,0,39,8,10,0,0,0,0,31,1,0,0,5,0,1,17,12,0,2,38,3,0,6,9,4,0,10,0,5,83,28,1,0,0,0,6,4,1,0,8,6,5,7,21,0,1,0,26,29,0,2,22,2,1,22,8,0,25,0,3,0,0,13,0,1,2,23,4,0,9,7,1,1,4,52,0,9,1,3,5,0,2,21,5,0,2,2,0,25,0,0,12,0,3,0,1,1,1,0,4,0,0,13,4,2,0,6,9,0,0,0,1,6,16,0,4,11,2,0,29,3,0,0,0,5,0,7,4,0,1,1,4,0,2,0,0,1,0,2,0,0,4,2,5,0,2,0,22,4,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,2,3,0,6,0,0,4,0,1,10,0,0,0,0,3,3,0,0,0,2,6,0,0,0,3,0,0,0,0,0,0,0,0,3,1,3,2,0,0,0,3,0,0,0,0,0,1,5,1,3,0,0,1,0,0,0,1,0,0,3,0,0,2,0,0,0,5,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
